"whole","cyto","nuc"
83.33,77.08,189.73
24.11,36.94,44.11
83.83,211.59,758.17
0,0.02,0.1
29.37,64.61,161.97
0.02,0,0.04
1.14,3.66,14.2
6.18,19.36,127.13
5.75,1.4,3.32
11.35,1.11,2.15
15.75,36.37,222.33
129.63,35,48.89
3.4,2.55,2.55
15.83,33.32,83.48
92.5,82.42,145.35
79.37,38.44,14.12
0.02,0.02,0
7.11,1.34,9.74
31.48,4.59,6.7
0.6,1.75,12.13
2.19,0.38,0.2
58.61,19.08,15.25
0.02,0,0
0.28,0.04,0.06
0,0,0
105.86,8.98,31.23
3.54,0.47,0.79
15.05,4.89,1.18
7.86,0.8,1.29
0.02,0,0
0.47,0.07,0.03
0.26,0.04,0.01
160.83,35.8,30.63
46.38,11.4,9.69
5.71,11.62,51.72
20.22,3.46,10.07
79.72,190.66,168.98
16.18,7.72,34.36
133.3,70.44,35.46
20.38,29.19,40.19
15.36,9.75,14.12
23.58,9.69,7.75
0.06,0,0.08
0.2,0.74,0.81
176.38,87.64,59.85
20.97,7.72,8.45
4.76,2.96,13.54
294.89,94.51,151.37
30.18,17.03,20.98
127.23,47.4,69.09
35.83,66.89,132.63
19.2,7.53,12.6
32.83,9.8,6.23
5.26,1.28,1.77
57.95,19.68,24.21
0.07,0.08,0.78
55.71,11.73,20.76
140.97,55.67,35.05
0,0.04,0.01
27.48,6.43,22.28
0,0,0
1421.53,1638.35,2680.26
0,0,0
47.95,142.91,122.58
1.85,2.54,15.84
15.35,4.24,5.43
3.13,4.39,15.05
0.1,0.02,0.07
0,0,0
0.21,0.62,1.01
0.18,0.16,0.13
31.3,14.59,3.11
18.02,9.62,3.32
112.43,69.02,23.41
35.65,10.59,29.53
69.41,43.58,21.7
15.08,1,1.11
8.62,14.81,70.86
158.92,28.54,36.01
13.11,11.71,29.07
77.89,46.81,37.98
9.93,7.3,15.17
14.67,21.39,70.42
0.06,0.01,0.03
112.46,23.04,28.16
14.77,2.35,2.81
42.73,29.09,13.35
21.5,19.11,22.05
0,0,0
13.49,4.89,13.93
2.06,2.32,17.64
10.63,3.41,5.42
68.19,40.66,58.73
807.59,465.8,774.43
42.45,6.31,5.9
38.39,20.09,79.66
0,0,0.04
5.2,9.64,11.41
13.98,1.62,4.8
17.76,3.67,13.62
29.65,104.48,268.09
1339.52,4898.93,8847.95
5.35,1.44,2.16
20.08,3.46,6.44
0.02,0,0
12.01,35.67,253.85
30.93,5.07,6.83
144.64,105.83,37.35
34.2,7.97,6
6.95,1.68,24.72
39.72,25.37,27.65
0.06,0,0
0,0,0
0.04,0.04,0.12
40.85,50.3,25.91
12.75,2.91,2.6
26.74,18.21,15.24
40.81,27,18.96
162.63,172.94,62.7
39.59,9.21,4.17
46.5,13.49,16.33
77.48,30.45,70.73
2.32,3.12,22.11
53.24,25.2,24.58
36.07,52.81,47.82
0.75,0.12,0.11
12.8,4.41,2.92
2.01,2.58,40.5
16.18,8.81,28.43
1.42,0.21,1
93.97,68.92,119.48
15,9.45,28.71
64.38,31.15,8.05
5.3,4.97,15.83
53.19,94.3,545.98
0.03,0.01,0.01
14.42,12.48,15.09
4.05,8.53,4.27
123.49,31.57,18.15
4.15,5.69,36.69
0,0,0.01
0,0,0
0.61,1.8,8.47
16.2,6.13,10.43
10.51,25.91,136.17
26.12,84.7,325.53
33.58,47.19,149.13
4.14,6.95,34.94
0,0,0
60.03,55.89,310.47
0.2,0.04,0.09
0,0,0
24.18,5.77,4.14
64.78,13.53,7.17
59.39,12.59,13.94
15.51,45.94,235.7
134.45,102.5,44.76
11.34,1.32,7.19
75.68,12.06,7.47
30.39,34.36,211.43
15.14,13.41,33.75
34.54,6.8,7.98
0.09,0.04,0.03
0,0,0
0.01,0,0
177.61,200.51,283.38
0,0,0.04
54.8,133.15,138.13
103.52,39.36,28.48
0.9,0.44,0.62
4.03,7.28,75.62
16.19,4.02,5.53
7.75,24.78,93.46
0,0,0
28.98,10.84,7.76
0.03,0,0.02
97.75,99.69,57.8
6.46,3.08,3.46
0,0,0
35.41,10.42,18.82
31.79,21.12,9.34
85.85,45.46,36.67
98.56,59.62,242.49
0.01,0,0
0.01,0,0
15.14,21.7,56.24
0.01,0.01,0.01
0.05,0.01,0
1.64,0.23,0.62
6.14,3.2,1.68
0.04,0.03,0.03
45.94,50.92,141.99
8.57,3.73,3.96
0.69,0.01,0.02
0.08,0,0
25.8,2.61,3.9
32.98,9.03,6.53
87.92,61.3,5.45
31.68,9.56,3.65
6.34,0.57,0.48
22.9,6.37,1.8
23.35,15.16,25.93
15.95,14.4,13.12
0,0,0
99.88,29.54,25.76
6.75,5.66,1.86
0,0,0
224.16,185.52,151.29
0.83,0.68,3.88
50.85,30.91,45.89
42.06,21.58,22.11
2.67,1.19,1.45
0.02,0.01,0.01
0.01,0,0.01
0,0,0
0.38,0.1,0.04
157.33,44.78,52.45
218.11,91.89,48.81
77.93,12.16,10.85
2.57,0.46,1.22
8.22,4.45,13.02
0.06,0.06,0.16
20.62,2.54,1.89
0.01,0.04,0
2.7,1.45,2.41
29.35,72.08,123.65
0.03,0.1,0.69
0,0,0
0.01,0.08,0.39
20.43,46.96,64.19
13.38,8.87,5.13
0.22,0,0
0,0,0
24.39,1.06,1.09
29.27,7.01,6.85
16.22,4.73,2.38
6.14,2.08,2.77
0.05,0.02,0
472.24,100.93,172.41
101.98,30.15,15.99
0,0,0.07
20.87,17.3,46.37
6.86,1.44,6.86
5.93,19.6,495.66
61.5,17.9,10.05
2.35,1.01,1.32
0.57,0.53,1.95
7.65,0.41,0.77
37.18,6.29,3.38
0.22,0.21,0.27
5.81,20.06,83.62
1.94,3.21,8.5
90.73,54.59,40.88
60.38,201.13,230.82
2.93,0.28,0.52
0.01,0,0.01
65.21,98.29,266.95
0.13,0.04,0.06
12.2,2.36,1.5
30.26,11.86,12.82
126.04,57.17,22.97
39.86,24.35,76.64
25.74,14.1,19.38
0.03,0.01,0
1.1,0.24,0.19
17.28,5.14,2.26
27.06,20.37,37.82
45.93,74.75,133.2
0,0,0
4.12,1.55,3.03
0.06,0,0
45.36,39.51,72.46
6.57,1.22,2.45
0.04,0,0.01
0,0,0.04
6.84,1.15,3.2
18.73,2,3
18.04,4.04,0.98
2.17,0.23,0.27
33.03,11.15,22.21
0,0,0
9.24,1.36,1.54
10.2,2.53,3.08
0,0,0
0.08,0.05,0.3
7.6,5.9,26.2
47.14,26.61,20.79
0.36,0.02,0
0.39,0.19,0.43
0.03,0.06,0.08
12.04,2.55,5.26
40.31,5.17,5.33
20.59,14.98,24.28
113.49,39.73,28.65
7.95,17.29,77.83
715.34,382.72,232.92
9.27,3.91,7.83
12.01,18.89,42.59
0.75,0.46,2.47
0,0,0
1.26,0.8,7.55
10.32,5.26,3.99
7.18,1.17,0.91
6.66,1.76,1.77
6.21,2.03,1.62
45.08,57.05,220.74
0.82,1.05,0.53
5.35,0.73,3.02
2.84,3.06,4.88
37.48,8.25,17.65
0.06,0,0
0.04,0,0.01
72.64,23.86,6.71
16.89,3.66,6.49
1.86,0.43,0.32
0.04,0,0
0,0,0
0.02,0,0.01
0,0.01,0
35.2,21.37,18.68
6.51,0.71,0.47
14.85,4.04,4.55
7.88,1.48,2.48
0.15,0,0
0.28,0.07,0.08
17.99,21.31,50.91
59.99,58.94,46.95
14.64,12.28,33.85
54.88,53.19,143.17
0,0,0
0.1,0.01,0.01
0.16,0.05,1.5
0.12,0.01,0.3
1.24,0.37,1.98
28.06,15.02,4.11
9.67,4.09,9.42
14.33,4.07,4.47
0.01,0,0
11,8.17,40.77
18.46,5.23,5.69
9.61,1.42,0.81
0.09,0.06,0.17
26.07,5.57,4.41
376.55,83.92,43.52
0,0,0
1.01,0.08,0.64
90.01,30.78,14.09
19.2,4.97,6.01
18.48,3.07,7.98
18.62,2.92,1.98
0,0,0
0.68,1.15,0.66
5.36,1.31,0.97
8.47,1.42,1.16
0,0,0
0.59,0.25,0.1
12.15,4.08,8.46
61.74,68.34,22.21
19.09,6.39,9.97
0,0,0
183.27,56.67,133.36
0.01,0.01,0.07
44.49,10.99,3.65
360.06,308.85,425.41
17.84,4.84,8.25
131.38,39.48,35.06
0.11,0.03,0.05
77.25,12.78,8.76
0,0,0
11.18,3.13,2.52
5.3,0.51,1.09
28.46,5.94,0.95
8.94,3.36,1.88
14.12,2.6,5.21
19.64,2.89,2.25
62.94,11.12,23.75
0.01,0,0
217.07,41.84,22.31
50.54,49.2,158.87
9.24,10.85,27.13
124.69,80.06,25.45
21.16,6.15,15.93
5.05,1.64,0.35
7.37,1.55,0.61
0,0,0
3.21,1.27,2.74
9.59,2.23,1.69
1.21,0.57,0.38
33.85,5.19,9.44
0,0,0
8.47,2.28,1.44
27.79,63.35,40.46
2.39,2.69,8.41
1.13,0.58,1.05
3.67,0.82,0.73
6.1,3.33,3.69
5.58,8.03,31.73
7.62,5.79,8.22
2228.19,4740.34,4297.39
171.21,42.87,167.28
37.64,15.6,18.65
38.91,15.34,14.73
6.32,2.8,3.96
50.15,48.19,42.84
30.68,6.86,4.65
90.11,38.86,36.81
10.48,9.11,18
14.01,2.07,1.83
0.38,0.05,0.43
18.3,10.81,20.49
786.51,1297.04,1450.44
141.39,66.53,110.65
5.57,1.62,2.34
0.05,0,0.01
24.33,20.2,25.07
227.04,277.15,180.59
0.67,0.64,1.23
1.1,1.77,12.84
24.03,9.62,20.61
0,0,0
23.49,5.7,4.1
36.84,26,20.59
6.14,4.52,12.16
15.21,13.7,17.57
250.7,98.03,123.24
0.49,0.17,0.81
116.07,44.61,45.88
9.1,7.1,17.88
46.96,70.71,430.49
339.24,134.64,69.22
2.33,1.42,2.48
1.75,1.29,4.76
62.24,9.85,20.97
52.11,17.11,2.74
0,0,0
22.43,4.75,2.72
0.18,0,0.01
35.87,4.24,2.75
22.04,16.01,21.73
5.84,1.59,2.63
53.47,17.15,8.93
6.89,1.64,2.04
46.69,20.32,48.74
2.48,0.28,1.44
25.89,6.94,4.25
10.59,2.94,7.17
2.93,1.55,14.17
0.04,0.2,1.04
0.1,0.05,0.04
1.36,0.6,1.81
1334.89,1211.76,1293.31
40.6,10.15,9.86
76.73,13.72,13.57
109.32,108.44,338.22
0.59,0.74,2.02
41.93,16.23,15.6
110.58,11.84,6.87
4.74,1.5,1.42
25.48,4.15,2.39
13.43,13.08,22
46.33,17.16,10.15
4.93,9.16,35.2
55.14,25.45,49.8
49.37,35.8,116.7
29.97,33.26,56.8
7.56,14.78,49.15
17.93,13.15,44.31
182.53,105.19,40.33
144.47,39.4,48.89
81.82,35.96,11.68
31.12,15.49,34.46
0,0.01,0.05
26.9,20.65,12.47
34.17,6.24,7.15
0.16,0.01,0.01
100.61,42.63,72.44
0.08,0,0
84.87,39.66,76.67
7.66,1.47,0.45
86.61,43.26,28.41
87.28,186.79,180.58
1.74,9.74,16.35
6.61,4.95,9.13
20.27,2.6,3.79
0.01,0,0.01
49.4,20.63,23.43
221.19,85.02,50.16
5.89,0.56,0.78
205.79,72.65,46.18
0,0,0
23.31,7.41,5.93
1.54,0.16,0.1
2.24,0.97,2.63
143.94,36.38,143.53
10.19,3.42,2.38
23.77,7.93,11.87
0.02,0.05,0.01
0.01,0,0
3.91,2.8,4.59
19.27,4.14,3.55
37.15,81.76,150.34
6.17,10.23,16.61
11.28,30.07,49.81
0.2,0.94,9.86
5356.85,7966.46,3589.17
39.71,65.66,232.4
91.14,250.58,246.23
34.34,5.36,7.33
40.27,41.82,73.34
0.02,0.04,0.1
0,0,0
49.82,29.49,71.18
22.47,31.1,95.18
168.66,261.79,145.21
38.36,14.85,9.73
0,0,0.01
12.25,4.38,9.9
0.18,0.08,0.03
12.95,2.01,3.05
0.04,0.08,0.05
55.16,22.58,10.64
5.37,2.74,18.55
12.29,8.09,10.59
59.63,62.54,146.69
9.53,7.69,4.01
1.67,0.27,0.28
219.18,71.32,14.94
7.79,1.33,5.9
12.35,4.36,4.7
80.85,86.42,204.36
18.13,10.44,32.15
561.04,1049.62,790.87
76.72,35.12,31
19.45,17.87,34.89
0,0,0
45.56,12.11,3.53
8.8,6.94,16.42
87.9,64.77,46.43
0.14,0.02,0.06
75.65,39.36,23.35
13.4,12.83,2.47
3.02,6.32,14.13
25.26,11.47,6.11
16.99,23.63,24.32
9.21,1.96,2.36
17.43,20.27,37.04
0.13,0.05,0.45
36.36,5.44,7.34
79.77,23.41,23.7
34.47,57.32,106.66
6.46,18.05,24.18
4.23,3.23,16.4
31.19,30.69,33.92
4.72,7.05,24.88
0.01,0.03,0.02
60.15,25.09,25.73
3.48,1.43,25.84
11.61,18.94,10.54
37.8,34.26,51.01
0.14,0.01,0
42.59,16.9,17.64
45.66,17.45,61.1
14.31,3.88,2.78
0.45,0.07,0.27
3.79,2.98,5.85
98.74,68.29,75.69
0.24,0.22,0.13
6.77,8.41,4.49
0.12,0.02,0.02
113.53,30.62,18.99
0,0,0
1.73,2.98,16.74
50.85,10.4,21.04
83.99,107.13,210.39
0.01,0,0.04
641.95,302.89,90.08
40.25,40.97,38.61
2.86,2.14,24.2
6.18,1.35,4.52
15.53,6.18,6.37
2.18,0.85,7.2
0.01,0,0.04
19.5,8.22,23.08
4.03,3.07,11.03
0,0,0
114.27,39.5,36.13
15.96,2.96,6.87
625.13,523.24,239.68
71.41,141.72,102.97
207.87,157.09,307.69
2041.33,1090.21,316.07
0,0,0.01
50.13,39.01,34.11
0.01,0,0.01
9.2,2.3,0.88
26.62,5.74,2.67
161.18,137,179.48
48.74,10.7,24.98
10.93,8.27,33.34
209.59,74.58,22.91
4.41,2.02,3.89
9.59,11.21,47.08
0.65,0.23,0.39
0,0,0.01
10.29,4.74,3
55.22,21,20.19
61.81,54.38,199.98
5470.77,5335.92,2760.21
47.37,49.52,125.6
1.97,0.39,0.28
0.17,0.04,0.08
19.55,4.08,4.78
23.34,14.1,7.71
3.63,0.54,0.36
115.22,208.38,127.59
0,0,0
19.07,9.04,5.46
66.21,72.21,58.98
0.48,0.08,0.18
127.44,287.82,362.5
78.18,37.09,18.96
58.55,143.27,132.29
41.4,8.33,18.78
167.7,130.23,344.75
0.35,0.05,0.14
0,0,0
3.29,3.78,4.45
0.82,1.43,1.18
0.18,0.49,1.67
235.38,75.26,248.42
1.17,1.58,7.14
15.52,2.38,3.31
34.4,67.61,30.05
0.42,0.7,9.04
235.91,399.64,345.4
1.27,0.55,0.64
105.95,60.53,69.02
12.21,3.82,4.04
22.8,7.78,11.24
0.72,0.51,7.47
0.09,0.07,0.59
44.92,10.7,8.37
19.32,6.21,6.73
23.72,12.19,18.8
24.36,48.82,511.28
175.78,518.76,651.29
8.44,4.08,12.75
82.23,28.24,29.56
179.18,50.82,22.23
29.57,10.99,10.13
7.04,14.63,39.75
0,0,0
4.15,5.63,13.7
131.85,45.82,6.25
307.61,808.84,414.58
41.5,102.47,42.43
32.13,82.16,192.52
2.61,0.3,1.06
50.19,143.41,491.34
0.23,0.03,0.05
0.09,0.01,0
0,0,0
17.34,13.91,20.49
5.43,14.27,27.78
15.48,8.93,8.62
110.93,63.43,33.46
0.15,0.01,0.02
51.48,20.56,9.17
45.43,12.13,18.36
0.06,0.03,0.05
0.09,0.09,0.93
0.32,0.56,1.88
7.31,12.98,42.78
19.2,40.53,107
15.14,8.06,5.54
24.22,16.64,41.44
57.1,52.18,182.24
0,0.01,0
4.45,3.05,3.82
10.24,19.32,59.17
20.17,6.71,5.63
2.82,3.98,6.37
23.19,6.8,25.74
246.12,115.13,160.92
69.95,15.77,40.04
26.16,11.74,10.47
46.22,20.26,64.82
26.48,13.24,86.95
6.26,11.15,8.9
15.93,37.96,88.78
3.3,5.12,32.17
17.73,3.15,4.34
18.14,3.58,2.6
0.08,0.05,0.27
23.42,5.04,15.34
10.66,23.5,123.78
0.01,0,0
29.96,11.35,12.85
0.2,0.11,0.2
143.79,26.3,34.46
157.92,50.24,292.68
0.25,0.03,0.09
0,0,0
79.03,25.17,12.12
8.53,2.84,4.15
49.72,24.93,12.84
0,0,0
4.35,1.11,2.34
47.11,10.01,2.99
31.08,3.09,5.8
0.55,0.08,0.04
58.48,10.35,5.67
0.06,0,0.03
57.19,38.43,27.65
43.6,3.78,4.98
5.71,0.13,0.3
71.29,16.8,6.77
0.2,0.15,1.29
75.23,52.12,40.2
29.99,2.02,2.06
0.93,1.33,3.04
0.7,0.51,3.38
55.05,79.89,54.61
20.91,29.12,18.4
1.73,0.55,0.83
0,0,0
0,0,0
29.34,20.88,31.68
0,0,0
7.16,1.41,0.96
0,0,0
30.54,40.43,54.06
0.03,0,0
59.85,13.67,23.04
0,0,0
58.57,74.41,54.16
18.3,6.43,2.69
57.47,24.31,27.79
0.02,0.01,0.05
0,0,0
0,0.01,0
0.34,0.06,0.14
24.89,33.81,94.53
3.24,2.99,22.8
14.45,8.9,51.5
81.6,15.55,8.65
15.74,3.39,2.69
117.16,22.47,35.38
912.39,298.53,341.74
0.66,0.15,0.25
98.19,37.24,33.6
60.97,37.64,46.46
36.21,39.38,17.92
1.31,1.27,12.44
55.56,18.92,23.61
0.01,0,0
0.01,0,0
0.05,0,0.01
29.51,4.94,4.93
8.95,6.59,14.33
7.04,2.35,1.6
1.35,0.28,1.91
19.65,9.25,3.98
0.06,0.02,0.01
44.98,31.92,69.78
0.2,0.46,2.12
156.95,155.76,237.2
1728.14,3378.26,1170.26
8.06,3.26,3.94
0,0.03,0.24
13.27,5.71,4.88
37.46,15.74,19.39
0.73,0.94,8.8
22.66,8.47,18.37
60.27,36.81,69.82
51.05,5.85,7.87
9.95,1.86,1.8
16.01,4.29,5.01
27.77,41,80.69
52.64,202.18,263.4
0.06,0.01,0.01
4.64,5.35,76.21
0.06,0,0
28.69,11.49,3.07
29.7,15.49,17.77
31.48,11.43,9.57
4.75,2.73,5.94
38.04,21.1,146.37
0,0,0
0,0,0
0,0,0
45.88,22.1,19.26
5.91,4.37,6.11
46.74,16.13,16.62
78.45,73.87,205.04
87.28,12.37,6.59
0,0,0
13.4,1.5,1.78
35.07,14.73,9.52
3.44,0.47,0.72
48.62,69.66,154.18
7.68,10.37,33.83
0,0,0
105.98,42.38,20.59
14.08,3.11,1.88
16.81,6.8,1.84
39.66,14.56,7.36
0.3,0.14,0.27
46.97,46.96,112.46
15.8,18.92,44.42
0.08,0.03,0.1
50.46,50.87,36.52
3.14,3.04,9.98
1.16,1.59,11.68
0,0,0
21.41,5.44,7.57
23.57,8.04,18.7
33.04,3.78,15.08
6.36,1.89,3.1
0.02,0.01,0
0.06,0.06,0.13
1.02,6.14,11.81
0,0,0
0.7,0.16,0.17
0.27,0.42,0.84
46.11,15.47,20.4
31.99,20.59,83.24
0.07,0,0
100.42,23.63,15.44
71.71,29,13.75
16.59,70.95,148.72
0,0,0.02
0.85,0.2,0.12
9.92,5.45,16.96
0,0.01,0.03
0,0,0
0.13,0,0
8.24,2.53,1.22
30.23,10.91,10.13
8.05,6.9,9.81
41.08,47.38,50.47
0.02,0.03,0.01
30.67,27.03,9.24
17.1,3.05,16.91
0,0,0
818.61,605.63,597.26
0,0,0
10.91,2.91,2.61
14.5,18.74,87.13
3.13,0.46,0.3
34.43,3.78,8.57
23.13,7.11,5.04
81.79,87.74,26.76
13.16,3,3.87
3.85,0.53,0.5
0.01,0,0
28.35,12.33,25.86
38.6,113.11,124.6
22.9,3.96,2.62
8.86,3.09,2.58
1.68,0.49,0.47
5.31,2.21,7.35
249.39,49.94,61.54
22.19,37.41,36.07
59.14,8.83,8.1
50.13,5.53,8.49
54.06,11.05,2.91
157.59,33.37,64.37
2.38,0.95,0.83
24.71,10.92,3.72
0.94,0.17,0.19
67.48,119.64,196.61
14.89,17.78,15.5
12.16,3.42,5.6
1.42,1.28,5.2
15.4,19.66,336.19
6.43,5.76,7.67
14.32,14.06,74.94
2.9,1.04,1.87
1.28,0.72,2.54
355.34,705.49,640.38
5.34,8.59,32.51
2.67,2.24,15.05
11.52,8.34,23.21
4.87,4.4,13.42
7.2,17.93,11.32
0.05,0.03,0
0.18,0.46,1.1
70.09,110.17,206.39
14.31,118.51,188.27
0.23,0.93,6.64
0.15,0,0
0.04,0.01,0
6.79,4.01,13.59
0.06,0.03,0.64
71.3,264.81,655.21
9.72,15.53,28.12
55.83,333.23,401.32
56.42,81.58,312.17
18.17,96.18,108.09
28.02,61.77,71.04
1.74,0.72,2.39
29.01,33.63,79.87
2.97,6.55,60.46
61.21,259.96,283.68
45.33,44.09,240.4
5.36,8.53,16.97
0.2,0.05,0.27
0.53,0.22,6.37
14.36,42.25,127.57
49.34,93.73,162.06
1.56,4.1,7.36
0.07,0.19,0.61
0.07,0.02,0.04
44.29,47.58,112.25
0.82,1.39,11.07
8.75,24.26,147.78
149.31,567.69,187.93
5.45,31.22,238.96
10.53,8.8,30.72
8.53,22.81,163.86
0.01,0,0
17.78,10.85,5.86
21.91,6.91,6.1
15.76,21.46,251.53
0.45,0.21,0.48
0.04,0.02,0.01
59.49,89.33,70.74
0.47,0.46,6.01
0.26,0.33,1.11
0,0,0
35.17,16.92,11.19
2.09,2.7,2.8
66.32,192.37,300.08
0,0.07,0.22
0.01,0.02,0.41
9.85,4.4,48.51
4.1,6.17,21.92
9.41,8.99,59.26
65.29,54.11,110.76
1.76,0.67,8.28
14.36,12.95,70.25
9.44,6.1,11.76
0.04,0,0.04
17.11,6.62,12.85
29.67,28.4,105.41
0.04,0.01,0.02
0.49,0.2,0.29
160.71,144.83,72.53
98.92,105.99,237.15
68.87,12.74,9.23
39.03,66.88,315.16
0.35,0.35,5.68
7.21,10.37,23.43
1.45,1.93,6.55
12.64,9.86,68.25
0,0.09,0.19
0.02,0.07,0.2
3.56,7.21,16
8.77,9.38,17.78
1.51,2.38,19.81
8.41,12,56.15
2.03,4.84,38.76
11.3,27.64,63.05
5.26,0.95,0.69
0,0,0
1.55,0.17,0.12
15.54,19.08,139.51
10.91,14.45,20.02
0.85,2.82,5.71
0,0,0
547.97,2622.56,2130.33
19.55,10.37,29.99
1.1,0.34,0.85
0,0,0.03
25.55,10.2,2.74
14.12,10.51,28.61
24.76,21.25,33.04
20.31,14.57,31.89
0.99,2.36,5.65
0,0,0.15
0,0,0
11.58,20.4,64.05
374.93,154.34,111.7
66.46,147.77,62.43
8.47,6.03,19.61
44.83,215.59,64.82
0,0,0
2.69,2.3,2.91
6.93,3.28,11.26
9.84,10.99,37.59
4.48,1.78,9.03
0,0,0.01
18.14,54.9,87.68
1.33,0.74,0.43
0.06,0.01,0.07
0.07,0.02,0
0.01,0,0
29.46,6.67,4.29
0.61,0.94,10.1
199.71,68.91,385.87
2.57,6.6,12.07
12.93,7.75,7.79
15.27,10.73,4.53
14.29,11.23,4.63
40.59,21.22,8.04
1.92,1.89,1.21
157.17,21.9,26.93
87.34,59.47,38.2
31.04,16.98,21.7
101.88,38.64,26.2
8.07,6.43,28.3
31.84,17.85,23.25
2.34,3.66,8.48
1.61,0.87,1.79
7.17,8.2,49.86
9.65,12.8,65.83
13.82,15.12,68.4
29.86,40.01,57.12
7.48,6.39,4.65
0,0,0
0.15,0.08,0.84
11.44,24.62,472.14
10.77,19.44,74.75
57.96,57.05,63.61
4.36,2.49,1.35
0.21,0.28,2.56
19.25,21.35,67.78
15.53,5.94,4.92
19.82,11.82,22.84
0.03,0.06,0.08
17.25,11.12,62.01
0.23,0.96,1.14
98.07,221.61,376.38
10.17,20.41,28.72
26.09,22.8,34.94
33.61,83.31,234.01
0.36,0.07,0.27
6.88,7.73,93.52
32.11,141.61,234.98
0.7,0.41,1.03
7.18,14.31,26.15
0.98,0.92,4.62
3.02,2.99,6.03
0,0,0.02
0.07,0.11,0.14
1403.52,2612.76,1660.23
11.02,18.42,21.48
49.54,35.48,48.5
5.99,20.38,47.88
7.9,12.3,34.4
28.89,28.8,42.07
16.54,5.61,26.23
15.05,9.97,11.89
0,0,0.04
0,0,0
2.48,0.46,0.77
0.99,0.75,1.81
121.94,84.65,201.43
0.05,0.01,0.09
28.14,23.91,21.24
64.08,108.42,63.35
5.43,5.92,14.84
0,0,0
246.93,262.49,289.57
3.96,1.67,4.11
16,17.55,214.4
20.02,16.25,21.4
0,0,0
42.16,63.01,187.64
0,0.02,0
0,0,0
26.59,7.27,6.73
0,0.01,0
12,7.79,20.09
13.35,17.15,49.54
114.94,51.57,13.44
0.04,0.04,0.1
53.6,81.31,35.5
34.4,7.77,22.79
13.13,14.68,25.22
0.01,0,0.09
32.55,80.19,231.53
10.2,15.75,37.4
52.63,51.96,14.98
24.83,42.41,87.83
19.66,38.24,31.11
20.37,28.81,76.47
19.86,29.03,46.28
17.2,7.53,13.77
13.48,7.3,8.15
3.63,5.28,18.28
9.29,5.54,9.34
0,0,0
1.89,3.98,84.72
0.01,0,0
56.84,52.47,75.09
18.93,6.74,19.93
80.61,39.08,9.79
48.87,51.75,223.59
0,0,0
0,0,0
0,0,0
54.33,45.47,80.96
227.77,181.06,198.25
37.36,10.68,30.94
6.48,1.82,1.83
23.02,15.42,10.75
7.39,3.84,6.15
16.24,2.55,1.87
4.2,1.07,0.47
15.62,3.71,3.06
89.85,63.81,59.11
18.66,4.94,34.29
87.28,33.57,19.8
43.1,13.07,5.79
7.23,1.81,1.99
107.71,63.74,12.79
369.77,129.2,120.75
27.25,4.44,2.21
53.41,15.37,6.5
8.04,1.92,5.56
11.45,7.88,6.62
34.95,33.68,22.55
0,0,0
311.33,226.14,90.87
58.46,29.15,5.73
48.46,25.22,7.36
22.2,27.96,31.64
14,3.03,3.37
8.85,2.06,1.88
2.01,0.44,0.11
218.51,320.94,124.87
6.23,0.98,1.15
0.08,0.08,0.34
22.67,6.83,3.66
6.12,7.65,15.15
102.87,48.7,116.24
18.58,8.35,6.55
51.78,17.5,8.1
0.08,0.33,0.7
44.93,37.35,55.66
56.37,56.44,45.63
44.23,11.12,8.27
3.05,0.48,0.77
1.76,3.6,10.67
0.05,0.1,0.43
4.3,1.65,1.36
230.95,165.25,41.86
288.89,20.79,31.84
6.02,1.76,5.78
138.46,119.36,111.53
0,0,0
385.49,144.88,115.03
0,0.01,0.01
0,0,0.01
38.88,4.58,5.87
21.98,39.48,54.93
77.25,56.43,65.82
0,0,0
153.05,50.96,39.79
6.97,28.32,315.97
38.38,6.15,17.92
2.51,1.07,4.93
27.77,5.64,1.57
15.48,13.36,5.48
129.54,85.35,29.36
3.95,4.76,43.01
2.87,0.74,0.68
56.08,22.94,13.89
7.64,5.86,15.69
255.59,379.99,276.59
46.75,18.21,19.7
95.35,61.67,203.7
74.41,17.76,12.6
18.65,2.38,1.52
317.79,294.95,234.78
177.26,127.96,190.92
0,0,0
43.56,3.78,3.76
46.08,42.27,29.53
6.52,4.41,6.47
47.39,19.94,31.96
0,0,0.03
40.65,13.83,68.62
39.53,26.42,79.7
30.31,13.63,17.03
22.85,14.96,21.62
243.08,147.1,77.17
77.16,178.65,480.23
15.67,34.25,54.93
127.62,89.86,59.94
8.35,3.75,1.72
2.14,1.5,24
56.76,25.25,42.19
180.19,31.2,25.01
81.4,39.39,37.62
30.48,13.57,38.41
16.96,30.71,174.62
0.47,0.08,0.77
3.41,2.21,2.68
18.38,26.86,37.08
63.92,52.7,73.25
0.07,0.12,0.37
2.73,0.48,0.49
48.95,38.87,100.99
85.35,60.43,242.13
44.79,41.88,40.49
96.39,137.33,214.9
25.4,13.29,6.4
11.59,15.63,38.42
5.31,5.77,6.14
33.31,17.09,26.67
17.93,8.14,17.85
8.06,5.14,12.09
37.14,21.64,7.89
16.72,34.4,42.8
0.95,0.23,0.25
17.42,12.53,28.37
42.07,16.23,9.64
0.03,0.04,0.07
260.12,142.29,76.7
1.81,0.61,1.54
0.42,0.55,0.83
55.1,50.59,396.76
21.14,5.22,4.2
6.42,1.47,10.72
39.51,10.45,11.43
